Date,Price,Note
2010-12-02,498600000 gp,
2010-12-03,498600000 gp,
2010-12-04,498600000 gp,
2010-12-05,502900000 gp,
2010-12-06,502900000 gp,
2010-12-07,502900000 gp,
2010-12-08,502900000 gp,
2010-12-09,502900000 gp,
2010-12-10,502900000 gp,
2010-12-11,502900000 gp,
2010-12-12,507300000 gp,
2010-12-13,507300000 gp,
2010-12-14,507300000 gp,
2010-12-15,507300000 gp,
2010-12-16,507300000 gp,
2010-12-17,507300000 gp,
2010-12-18,511600000 gp,
2010-12-19,511600000 gp,
2010-12-20,511600000 gp,
2010-12-21,511600000 gp,
2010-12-22,511600000 gp,
2010-12-23,516100000 gp,
2010-12-24,516100000 gp,
2010-12-25,516100000 gp,
2010-12-26,516100000 gp,
2010-12-27,520600000 gp,
2010-12-28,520600000 gp,
2010-12-29,520600000 gp,
2010-12-30,525300000 gp,
2010-12-31,525300000 gp,
2011-01-01,525300000 gp,
2011-01-02,529700000 gp,
2011-01-03,529700000 gp,
2011-01-04,529700000 gp,
2011-01-05,533800000 gp,
2011-01-06,533800000 gp,
2011-01-07,533800000 gp,
2011-01-08,538600000 gp,
2011-01-09,538600000 gp,
2011-01-10,538600000 gp,
2011-01-11,538600000 gp,
2011-01-12,538600000 gp,
2011-01-13,542800000 gp,
2011-01-14,542800000 gp,
2011-01-15,542800000 gp,
2011-01-16,542800000 gp,
2011-01-17,542800000 gp,
2011-01-18,547600000 gp,
2011-01-19,547600000 gp,
2011-01-20,547600000 gp,
2011-01-21,552200000 gp,
2011-01-22,552228468 gp,
2011-01-23,561400000 gp,
2011-01-24,565300000 gp,
2011-01-25,565299968 gp,
2011-01-26,573500000 gp,
2011-01-27,577700000 gp,
2011-01-28,581800000 gp,
2011-01-29,590400000 gp,
2011-01-30,586299968 gp,
2011-01-31,586299968 gp,
2011-02-01,595900032 gp,
2011-02-02,636600000 gp,
2011-02-03,683400000 gp,
2011-02-04,703800000 gp,
2011-02-05,696800000 gp,
2011-02-06,703800000 gp,
2011-02-07,717700000 gp,
2011-02-08,717700032 gp,
2011-02-09,759600000 gp,
2011-02-10,759600000 gp,
2011-02-11,759600000 gp,
2011-02-12,796800000 gp,
2011-02-13,796800000 gp,
2011-02-14,796800000 gp,
2011-02-15,796800000 gp,
2011-02-16,863600000 gp,
2011-02-17,836600000 gp,
2011-02-18,900000000 gp,
2011-02-19,836600000 gp,
2011-02-20,877800000 gp,
2011-02-21,877800000 gp,
2011-02-22,877800000 gp,
2011-02-23,877800000 gp,
2011-02-24,877800000 gp,
2011-02-25,877800000 gp,
2011-02-26,921100000 gp,
2011-02-27,921100000 gp,
2011-02-28,921100000 gp,
2011-03-01,921100000 gp,
2011-03-02,1030000000 gp,
2011-03-03,1014593629 gp,
2011-03-04,1000000000 gp,
2011-03-05,1000000000 gp,
2011-03-06,1000000000 gp,
2011-03-07,1100000000 gp,
2011-03-08,1100000000 gp,
2011-03-09,1100000000 gp,
2011-03-10,1100000000 gp,
2011-03-11,1100000000 gp,
2011-03-12,1100000000 gp,
2011-03-13,1116048139 gp,
2011-03-14,1100000000 gp,
2011-03-15,1100000000 gp,
2011-03-16,1116048139 gp,
2011-03-17,1200000000 gp,
2011-03-18,1200000000 gp,
2011-03-19,1169548371 gp,
2011-03-20,1200000000 gp,
2011-03-21,1200000000 gp,
2011-03-22,1200000000 gp,
2011-03-23,1169548371 gp,
2011-03-24,1200000000 gp,
2011-03-25,1200000000 gp,
2011-03-26,1200000000 gp,
2011-03-27,1200000000 gp,
2011-03-28,1226736805 gp,
2011-03-29,1300000000 gp,
2011-03-30,1300000000 gp,
2011-03-31,1300000000 gp,
2011-04-01,1300000000 gp,
2011-04-02,1300000000 gp,
2011-04-03,1300000000 gp,
2011-04-04,1300000000 gp,
2011-04-05,1300000000 gp,
2011-04-06,1300000000 gp,
2011-04-07,1300000000 gp,
2011-04-08,1300000000 gp,
2011-04-09,1300000000 gp,
2011-04-10,1300000000 gp,
2011-04-11,1300000000 gp,
2011-04-12,1300000000 gp,
2011-04-13,1300000000 gp,
2011-04-14,1300000000 gp,
2011-04-15,1300000000 gp,
2011-04-16,1300000000 gp,
2011-04-17,1300000000 gp,
2011-04-18,1300000000 gp,
2011-04-19,1300000000 gp,
2011-04-20,1300000000 gp,
2011-04-21,1300000000 gp,
2011-04-22,1298730474 gp,
2011-04-23,1300000000 gp,
2011-04-24,1300000000 gp,
2011-04-25,1300000000 gp,
2011-04-26,1300000000 gp,
2011-04-27,1300000000 gp,
2011-04-28,1300000000 gp,
2011-04-29,1300000000 gp,
2011-04-30,1300000000 gp,
2011-05-01,1300000000 gp,
2011-05-02,1300000000 gp,
2011-05-03,1340282505 gp,
2011-05-04,1300000000 gp,
2011-05-05,1400000000 gp,
2011-05-06,1400000000 gp,
2011-05-07,1400000000 gp,
2011-05-08,1400000000 gp,
2011-05-09,1400000000 gp,
2011-05-10,1400000000 gp,
2011-05-11,1400000000 gp,
2011-05-12,1400000000 gp,
2011-05-13,1400000000 gp,
2011-05-14,1423382865 gp,
2011-05-15,1400000000 gp,
2011-05-16,1500000000 gp,
2011-05-17,1500000000 gp,
2011-05-18,1500000000 gp,
2011-05-19,1500000000 gp,
2011-05-20,1500000000 gp,
2011-05-21,1500000000 gp,
2011-05-22,1500000000 gp,
2011-05-23,1500000000 gp,
2011-05-24,1500000000 gp,
2011-05-25,1500000000 gp,
2011-05-26,1541353633 gp,
2011-05-27,1541353633 gp,
2011-05-28,1541353633 gp,
2011-05-29,1616612796 gp,
2011-05-30,1600000000 gp,
2011-05-31,1616612796 gp,
2011-06-01,1616612796 gp,
2011-06-02,1600000000 gp,
2011-06-03,1616612796 gp,
2011-06-04,1694031012 gp,
2011-06-05,1694031012 gp,
2011-06-06,1700000000 gp,
2011-06-07,1700000000 gp,
2011-06-08,1694031012 gp,
2011-06-09,1694031012 gp,
2011-06-10,1694031012 gp,
2011-06-11,1694031012 gp,
2011-06-12,1746061446 gp,
2011-06-13,1694031012 gp,
2011-06-14,1752120542 gp,
2011-06-15,1746061446 gp,
2011-06-16,1746061446 gp,
2011-06-17,1700000000 gp,
2011-06-18,1787419404 gp,
2011-06-19,1800000000 gp,
2011-06-20,1787419404 gp,
2011-06-21,1787419404 gp,
2011-06-22,1787419404 gp,
2011-06-23,1787419404 gp,
2011-06-24,1800000000 gp,
2011-06-25,1787419404 gp,
2011-06-26,1866524787 gp,
2011-06-27,1866524787 gp,
2011-06-28,1900000000 gp,
2011-06-29,1866524787 gp,
2011-06-30,1866524787 gp,
2011-07-01,1866524787 gp,
2011-07-02,1866524787 gp,
2011-07-03,1900000000 gp,
2011-07-04,1955877245 gp,
2011-07-05,1955877245 gp,
2011-07-06,1955877245 gp,
2011-07-07,1955877245 gp,
2011-07-08,2000000000 gp,
2011-07-09,2000000000 gp,
2011-07-10,1955877245 gp,
2011-07-11,1955877245 gp,
2011-07-12,1955877245 gp,
2011-07-13,2000000000 gp,
2011-07-14,2026931796 gp,
2011-07-15,2026931796 gp,
2011-07-16,2026931796 gp,
2011-07-17,2026931796 gp,
2011-07-18,2026931796 gp,
2011-07-19,2026931796 gp,
2011-07-20,2000000000 gp,
2011-07-21,2000000000 gp,
2011-07-22,2026931796 gp,
2011-07-23,2000562804 gp,
2011-07-24,2030643124 gp,
2011-07-25,2000562804 gp,
2011-07-26,2000802564 gp,
2011-07-27,2000562804 gp,
2011-07-28,2000802565 gp,
2011-07-29,2000000000 gp,
2011-07-30,2000562804 gp,
2011-07-31,2000562804 gp,
2011-08-01,1958943006 gp,
2011-08-02,1958943006 gp,
2011-08-03,1958943006 gp,
2011-08-04,1958943006 gp,
2011-08-05,2000000000 gp,
2011-08-06,1958943006 gp,
2011-08-07,2000000000 gp,
2011-08-08,1958943006 gp,
2011-08-09,1900000000 gp,
2011-08-10,1889618525 gp,
2011-08-11,1889618525 gp,
2011-08-12,1900000000 gp,
2011-08-13,1889618525 gp,
2011-08-14,1889618525 gp,
2011-08-15,1846355903 gp,
2011-08-16,1846355903 gp,
2011-08-17,1800000000 gp,
2011-08-18,1846355903 gp,
2011-08-19,1846355903 gp,
2011-08-20,1846355903 gp,
2011-08-21,1803766291 gp,
2011-08-22,1803766291 gp,
2011-08-23,1803766291 gp,
2011-08-24,1803766291 gp,
2011-08-25,1803766291 gp,
2011-08-26,1803766291 gp,
2011-08-27,1800000000 gp,
2011-08-28,1809845895 gp,
2011-08-29,1809845895 gp,
2011-08-30,1809845895 gp,
2011-08-31,1809845895 gp,
2011-09-01,1871628204 gp,
2011-09-02,1900000000 gp,
2011-09-03,1900000000 gp,
2011-09-04,2000000000 gp,
2011-09-05,1871628204 gp,
2011-09-06,1900000000 gp,
2011-09-07,1956895454 gp,
2011-09-08,2000000000 gp,
2011-09-09,2000000000 gp,
2011-09-10,1956895454 gp,
2011-09-11,1956895454 gp,
2011-09-12,2044437051 gp,
2011-09-13,2044437051 gp,
2011-09-14,2000000000 gp,
2011-09-15,2044437051 gp,
2011-09-16,2044437051 gp,
2011-09-17,2044437051 gp,
2011-09-18,2044437051 gp,
2011-09-19,2023497646 gp,
2011-09-20,2023497646 gp,
2011-09-21,2000000000 gp,
2011-09-22,2023497646 gp,
2011-09-23,2023497646 gp,
2011-09-24,2023497646 gp,
2011-09-25,2023497646 gp,
2011-09-26,2014349522 gp,
2011-09-27,2014349522 gp,
2011-09-28,2000000000 gp,
2011-09-29,2014349522 gp,
2011-09-30,2014349522 gp,
2011-10-01,2014349522 gp,
2011-10-02,2000000000 gp,
2011-10-03,2017242395 gp,
2011-10-04,2017242395 gp,
2011-10-05,2017242395 gp,
2011-10-06,2017242395 gp,
2011-10-07,2017242395 gp,
2011-10-08,2017088319 gp,
2011-10-09,2017088319 gp,
2011-10-10,2000000000 gp,
2011-10-11,2017088319 gp,
2011-10-12,2032319688 gp,
2011-10-13,2032319688 gp,
2011-10-14,2032319688 gp,
2011-10-15,2032319688 gp,
2011-10-16,2000000000 gp,
2011-10-17,2084829016 gp,
2011-10-18,2084829016 gp,
2011-10-19,2100000000 gp,
2011-10-20,2084829016 gp,
2011-10-21,2077754422 gp,
2011-10-22,2077754422 gp,
2011-10-23,2100000000 gp,
2011-10-24,1977364522 gp,
2011-10-25,1940000000 gp,
2011-10-26,2000000000 gp,
2011-10-27,1977364522 gp,
2011-10-28,1977364522 gp,
2011-10-29,1951991953 gp,
2011-10-30,1951991953 gp,
2011-10-31,1951991953 gp,
2011-11-01,2000000000 gp,
2011-11-02,1951991953 gp,
2011-11-03,1979800269 gp,
2011-11-04,1979800269 gp,
2011-11-05,2000000000 gp,
2011-11-06,1916530095 gp,
2011-11-07,1916530095 gp,
2011-11-08,1900000000 gp,
2011-11-09,1916530095 gp,
2011-11-10,1850685957 gp,
2011-11-11,1850685957 gp,
2011-11-12,1850685957 gp,
2011-11-13,1850685957 gp,
2011-11-14,1850685957 gp,
2011-11-15,1843844659 gp,
2011-11-16,1843844659 gp,
2011-11-17,1800000000 gp,
2011-11-18,1843844659 gp,
2011-11-19,1843844659 gp,
2011-11-20,1761632233 gp,
2011-11-21,1761632233 gp,
2011-11-22,1761632233 gp,
2011-11-23,1761632233 gp,
2011-11-24,1800000000 gp,
2011-11-25,1700000000 gp,
2011-11-26,1616822143 gp,
2011-11-27,1600000000 gp,
2011-11-28,1600000000 gp,
2011-11-29,1616822143 gp,
2011-11-30,1616822143 gp,
2011-12-01,1600000000 gp,
2011-12-02,1560059694 gp,
2011-12-03,1560059694 gp,
2011-12-04,1560059694 gp,
2011-12-05,1560059694 gp,
2011-12-06,1557763166 gp,
2011-12-07,1557763166 gp,
2011-12-08,1557763166 gp,
2011-12-09,1557763166 gp,
2011-12-10,1557763166 gp,
2011-12-11,1557763166 gp,
2011-12-12,1505962111 gp,
2011-12-13,1505962111 gp,
2011-12-14,1505962111 gp,
2011-12-15,1505962111 gp,
2011-12-16,1505962111 gp,
2011-12-17,1432253156 gp,
2011-12-18,1432253156 gp,
2011-12-19,1432253156 gp,
2011-12-20,1432253156 gp,
2011-12-21,1362846126 gp,
2011-12-22,1362846126 gp,
2011-12-23,1362846126 gp,
2011-12-24,1362846126 gp,
2011-12-25,1362846126 gp,
2011-12-26,1304776072 gp,
2011-12-27,1304776072 gp,
2011-12-28,1304776072 gp,
2011-12-29,1355845853 gp,
2011-12-30,1355845853 gp,
2011-12-31,1355845853 gp,
2012-01-01,1355845853 gp,
2012-01-02,1355845853 gp,
2012-01-03,1355845853 gp,
2012-01-04,1368575882 gp,
2012-01-05,1368575882 gp,
2012-01-06,1368575882 gp,
2012-01-07,1368575882 gp,
2012-01-08,1368575882 gp,
2012-01-09,1368575882 gp,
2012-01-10,1375746366 gp,
2012-01-11,1375746366 gp,
2012-01-12,1375746366 gp,
2012-01-13,1375746366 gp,
2012-01-14,1375746366 gp,
2012-01-15,1423280223 gp,
2012-01-16,1423280223 gp,
2012-01-17,1423280223 gp,
2012-01-18,1423280223 gp,
2012-01-19,1423280223 gp,
2012-01-20,1423280223 gp,
2012-01-21,1461462251 gp,
2012-01-22,1461462251 gp,
2012-01-23,1461462251 gp,
2012-01-24,1461462251 gp,
2012-01-25,1461462251 gp,
2012-01-26,1523843425 gp,
2012-01-27,1523843425 gp,
2012-01-28,1523843425 gp,
2012-01-29,1523843425 gp,
2012-01-30,1523843425 gp,
2012-01-31,1523843425 gp,
2012-02-01,1510607887 gp,
2012-02-02,1510607887 gp,
2012-02-03,1510607887 gp,
2012-02-04,1510607887 gp,
2012-02-05,1510607887 gp,
2012-02-06,1510607887 gp,
2012-02-07,1510607887 gp,
2012-02-08,1506944368 gp,
2012-02-09,1506944368 gp,
2012-02-10,1506944368 gp,
2012-02-11,1506944368 gp,
2012-02-12,1506944368 gp,
2012-02-13,1506944368 gp,
2012-02-14,1506944368 gp,
2012-02-15,1442255465 gp,
2012-02-16,1442255465 gp,
2012-02-17,1442255465 gp,
2012-02-18,1442255465 gp,
2012-02-19,1436014246 gp,
2012-02-20,1436014246 gp,
2012-02-21,1436014246 gp,
2012-02-22,1436014246 gp,
2012-02-23,1436014246 gp,
2012-02-24,1375079360 gp,
2012-02-25,1375079360 gp,
2012-02-26,1375079360 gp,
2012-02-27,1375079360 gp,
2012-02-28,1375079360 gp,
2012-02-29,1333416688 gp,
2012-03-01,1333416688 gp,
2012-03-02,1333416688 gp,
2012-03-03,1333416688 gp,
2012-03-04,1333416688 gp,
2012-03-05,1333416688 gp,
2012-03-06,1347966545 gp,
2012-03-07,1347966545 gp,
2012-03-08,1347966545 gp,
2012-03-09,1347966545 gp,
2012-03-10,1347966545 gp,
2012-03-11,1377335720 gp,
2012-03-12,1377335720 gp,
2012-03-13,1377335720 gp,
2012-03-14,1377335720 gp,
2012-03-15,1377335720 gp,
2012-03-16,1377335720 gp,
2012-03-17,1417554524 gp,
2012-03-18,1417554524 gp,
2012-03-19,1417554524 gp,
2012-03-20,1417554524 gp,
2012-03-21,1417554524 gp,
2012-03-22,1418343276 gp,
2012-03-23,1419132028 gp,
2012-03-24,1419920780 gp,
2012-03-25,1420709532 gp,
2012-03-26,1421498284 gp,
2012-03-27,1387713019 gp,
2012-03-28,1387713019 gp,
2012-03-29,1387713019 gp,
2012-03-30,1387713019 gp,
2012-03-31,1387713019 gp,
2012-04-01,1346299654 gp,
2012-04-02,1346299654 gp,
2012-04-03,1346299654 gp,
2012-04-04,1346299654 gp,
2012-04-05,1346299654 gp,
2012-04-06,1352328956 gp,
2012-04-07,1352328956 gp,
2012-04-08,1352328956 gp,
2012-04-09,1352328956 gp,
2012-04-10,1352328956 gp,
2012-04-11,1340352092 gp,
2012-04-12,1340352092 gp,
2012-04-13,1340352092 gp,
2012-04-14,1340352092 gp,
2012-04-15,1340352092 gp,
2012-04-16,1340352092 gp,
2012-04-17,1332840129 gp,
2012-04-18,1332840129 gp,
2012-04-19,1332840129 gp,
2012-04-20,1332840129 gp,
2012-04-21,1332840129 gp,
2012-04-22,1275752721 gp,
2012-04-23,1275752721 gp,
2012-04-24,1275752721 gp,
2012-04-25,1275752721 gp,
2012-04-26,1275752721 gp,
2012-04-27,1262326315 gp,
2012-04-28,1262326315 gp,
2012-04-29,1262326315 gp,
2012-04-30,1262326315 gp,
2012-05-01,1209231149 gp,
2012-05-02,1209231149 gp,
2012-05-03,1209231149 gp,
2012-05-04,1209231149 gp,
2012-05-05,1209231149 gp,
2012-05-06,1165323709 gp,
2012-05-07,1165323709 gp,
2012-05-08,1165323709 gp,
2012-05-09,1165323709 gp,
2012-05-10,1165323709 gp,
2012-05-11,1182037441 gp,
2012-05-12,1182037441 gp,
2012-05-13,1182037441 gp,
2012-05-14,1208345824 gp,
2012-05-15,1208345824 gp,
2012-05-16,1208345824 gp,
2012-05-17,1208345824 gp,
2012-05-18,1208345824 gp,
2012-05-19,1205602743 gp,
2012-05-20,1205602743 gp,
2012-05-21,1205602743 gp,
2012-05-22,1205602743 gp,
2012-05-23,1205602743 gp,
2012-05-24,1162223286 gp,
2012-05-25,1162223286 gp,
2012-05-26,1162223286 gp,
2012-05-27,1106655947 gp,
2012-05-28,1106655947 gp,
2012-05-29,1106655947 gp,
2012-05-30,1066463318 gp,
2012-05-31,1066463318 gp,
2012-06-01,1066463318 gp,
2012-06-02,1085839808 gp,
2012-06-03,1085839808 gp,
2012-06-04,1085839808 gp,
2012-06-05,1086004536 gp,
2012-06-06,1086004536 gp,
2012-06-07,1086004536 gp,
2012-06-08,1033486089 gp,
2012-06-09,1033486089 gp,
2012-06-10,982355302 gp,
2012-06-11,982355302 gp,
2012-06-12,982355302 gp,
2012-06-13,947554267 gp,
2012-06-14,947554267 gp,
2012-06-15,947554267 gp,
2012-06-16,986743897 gp,
2012-06-17,986743897 gp,
2012-06-18,986743897 gp,
2012-06-19,1025531576 gp,
2012-06-20,1025531576 gp,
2012-06-21,1053034827 gp,
2012-06-22,1053034827 gp,
2012-06-23,1053034827 gp,
2012-06-24,1058067075 gp,
2012-06-25,1058067075 gp,
2012-06-26,1058067075 gp,
2012-06-27,1058067075 gp,
2012-06-28,1049335268 gp,
2012-06-29,1049335268 gp,
2012-06-30,1049335268 gp,
2012-07-01,1024179172 gp,
2012-07-02,1024179172 gp,
2012-07-03,1024179172 gp,
2012-07-04,1024179172 gp,
2012-07-05,1007642313 gp,
2012-07-06,1007642313 gp,
2012-07-07,1007642313 gp,
2012-07-08,982975686 gp,
2012-07-09,982975686 gp,
2012-07-10,982975686 gp,
2012-07-11,1000755470 gp,
2012-07-12,1000755470 gp,
2012-07-13,1000755470 gp,
2012-07-14,1019086010 gp,
2012-07-15,1019086010 gp,
2012-07-16,1019086010 gp,
2012-07-17,1033370174 gp,
2012-07-18,1033370174 gp,
2012-07-19,1033370174 gp,
2012-07-20,1072997477 gp,
2012-07-21,1072997477 gp,
2012-07-22,1072997477 gp,
2012-07-23,1089896985 gp,
2012-07-24,1089896985 gp,
2012-07-25,1089896985 gp,
2012-07-26,1105601600 gp,
2012-07-27,1105601600 gp,
2012-07-28,1105601600 gp,
2012-07-29,1150749057 gp,
2012-07-30,1150749057 gp,
2012-07-31,1150749057 gp,
2012-08-01,1188627785 gp,
2012-08-02,1188627785 gp,
2012-08-03,1244454804 gp,
2012-08-04,1244454804 gp,
2012-08-05,1304825145 gp,
2012-08-06,1304825145 gp,
2012-08-07,1333377673 gp,
2012-08-08,1333377673 gp,
2012-08-09,1333377673 gp,
2012-08-10,1333377673 gp,
2012-08-11,1306203118 gp,
2012-08-12,1306203118 gp,
2012-08-13,1306203118 gp,
2012-08-14,1306203118 gp,
2012-08-15,1281337969 gp,
2012-08-16,1281337969 gp,
2012-08-17,1281337969 gp,
2012-08-18,1238301348 gp,
2012-08-19,1238301348 gp,
2012-08-20,1238301348 gp,
2012-08-21,1238301348 gp,
2012-08-22,1236861372 gp,
2012-08-23,1236861372 gp,
2012-08-24,1236861372 gp,
2012-08-25,1236861372 gp,
2012-08-26,1243315864 gp,
2012-08-27,1243315864 gp,
2012-08-28,1243315864 gp,
2012-08-29,1233583034 gp,
2012-08-30,1233583034 gp,
2012-08-31,1233583034 gp,
2012-09-01,1222786588 gp,
2012-09-02,1222786588 gp,
2012-09-03,1222786588 gp,
2012-09-04,1228564974 gp,
2012-09-05,1228564974 gp,
2012-09-06,1228564974 gp,
2012-09-07,1208425324 gp,
2012-09-08,1208425324 gp,
2012-09-09,1208425324 gp,
2012-09-10,1214654609 gp,
2012-09-11,1214654609 gp,
2012-09-12,1214654609 gp,
2012-09-13,1214654609 gp,
2012-09-14,1213618860 gp,
2012-09-15,1213618860 gp,
2012-09-16,1213618860 gp,
2012-09-17,1237158223 gp,
2012-09-18,1237158223 gp,
2012-09-19,1237158223 gp,
2012-09-20,1254226441 gp,
2012-09-21,1254226441 gp,
2012-09-22,1254226441 gp,
2012-09-23,1246255905 gp,
2012-09-24,1246255905 gp,
2012-09-25,1246255905 gp,
2012-09-26,1246255905 gp,
2012-09-27,1232179013 gp,
2012-09-28,1232179013 gp,
2012-09-29,1259047808 gp,
2012-09-30,1259047808 gp,
2012-10-01,1274526425 gp,
2012-10-02,1274526425 gp,
2012-10-03,1274526425 gp,
2012-10-04,1293114834 gp,
2012-10-05,1293114834 gp,
2012-10-06,1293114834 gp,
2012-10-07,1343650287 gp,
2012-10-08,1343650287 gp,
2012-10-09,1343650287 gp,
2012-10-10,1343650287 gp,
2012-10-11,1296799238 gp,
2012-10-12,1296799238 gp,
2012-10-13,1296799238 gp,
2012-10-14,1304348981 gp,
2012-10-15,1304348981 gp,
2012-10-16,1304348981 gp,
2012-10-17,1324167278 gp,
2012-10-18,1324167278 gp,
2012-10-19,1324167278 gp,
2012-10-20,1324167278 gp,
2012-10-21,1342906595 gp,
2012-10-22,1342906595 gp,
2012-10-23,1342906595 gp,
2012-10-24,1341073790 gp,
2012-10-25,1341073790 gp,
2012-10-26,1341073790 gp,
2012-10-27,1341073790 gp,
2012-10-28,1350133340 gp,
2012-10-29,1350133340 gp,
2012-10-30,1350133340 gp,
2012-10-31,1369114310 gp,
2012-11-01,1369114310 gp,
2012-11-02,1369114310 gp,
2012-11-03,1390424566 gp,
2012-11-04,1390424566 gp,
2012-11-05,1384421667 gp,
2012-11-06,1378418768 gp,
2012-11-07,1372415869 gp,
2012-11-08,1366412970 gp,
2012-11-09,1360410071 gp,
2012-11-10,1354407172 gp,
2012-11-11,1348404273 gp,
2012-11-12,1342401374 gp,
2012-11-13,1342401374 gp,
2012-11-14,1342401374 gp,
2012-11-15,1361825173 gp,
2012-11-16,1361825173 gp,
2012-11-17,1361825173 gp,
2012-11-18,1361825173 gp,
2012-11-19,1324634126 gp,
2012-11-20,1324634126 gp,
2012-11-21,1324634126 gp,
2012-11-22,1324634126 gp,
2012-11-23,1354532534 gp,
2012-11-24,1354532534 gp,
2012-11-25,1354532534 gp,
2012-11-26,1354532534 gp,
2012-11-27,1354532534 gp,
2012-11-28,1352235512 gp,
2012-11-29,1352235512 gp,
2012-11-30,1352235512 gp,
2012-12-01,1352235512 gp,
2012-12-02,1352235512 gp,
2012-12-03,1360873025 gp,
2012-12-04,1360873025 gp,
2012-12-05,1360873025 gp,
2012-12-06,1360873025 gp,
2012-12-07,1377768227 gp,
2012-12-08,1377768227 gp,
2012-12-09,1377768227 gp,
2012-12-10,1409079082 gp,
2012-12-11,1409079082 gp,
2012-12-12,1409079082 gp,
2012-12-13,1409079082 gp,
2012-12-14,1412818659 gp,
2012-12-15,1412818659 gp,
2012-12-16,1412818659 gp,
2012-12-17,1412818659 gp,
2012-12-18,1412818659 gp,
2012-12-19,1434733211 gp,
2012-12-20,1434733211 gp,
2012-12-21,1434733211 gp,
2012-12-22,1434733211 gp,
2012-12-23,1434733211 gp,
2012-12-24,1436508932 gp,
2012-12-25,1436508932 gp,
2012-12-26,1436508932 gp,
2012-12-27,1436508932 gp,
2012-12-28,1436508932 gp,
2012-12-29,1435007195 gp,
2012-12-30,1435007195 gp,
2012-12-31,1435007195 gp,
2013-01-01,1435007195 gp,
2013-01-02,1435007195 gp,
2013-01-03,1434783600 gp,
2013-01-04,1434783600 gp,
2013-01-05,1434783600 gp,
2013-01-06,1460249658 gp,
2013-01-07,1460249658 gp,
2013-01-08,1460249658 gp,
2013-01-09,1460249658 gp,
2013-01-10,1484160427 gp,
2013-01-11,1484160427 gp,
2013-01-12,1484160427 gp,
2013-01-13,1492025197 gp,
2013-01-14,1492025197 gp,
2013-01-15,1492025197 gp,
2013-01-16,1529836963 gp,
2013-01-17,1529836963 gp,
2013-01-18,1529836963 gp,
2013-01-19,1588813583 gp,
2013-01-20,1588813583 gp,
2013-01-21,1588813583 gp,
2013-01-22,1588813583 gp,
2013-01-23,1574331030 gp,
2013-01-24,1574331030 gp,
2013-01-25,1574331030 gp,
2013-01-26,1512343323 gp,
2013-01-27,1512343323 gp,
2013-01-28,1512343323 gp,
2013-01-29,1512343323 gp,
2013-01-30,1462327893 gp,
2013-01-31,1462327893 gp,
2013-02-01,1511121532 gp,
2013-02-02,1511121532 gp,
2013-02-03,1511121532 gp,
2013-02-04,1557571606 gp,
2013-02-05,1557571606 gp,
2013-02-06,1557571606 gp,
2013-02-07,1569092404 gp,
2013-02-08,1569092404 gp,
2013-02-09,1569092404 gp,
2013-02-10,1569092404 gp,
2013-02-11,1573317884 gp,
2013-02-12,1573317884 gp,
2013-02-13,1573317884 gp,
2013-02-14,1573317884 gp,
2013-02-15,1584604478 gp,
2013-02-16,1584604478 gp,
2013-02-17,1584604478 gp,
2013-02-18,1584604478 gp,
2013-02-19,1598347236 gp,
2013-02-20,1598347236 gp,
2013-02-21,1598347236 gp,
2013-02-22,1566501686 gp,
2013-02-23,1566501686 gp,
2013-02-24,1566501686 gp,
2013-02-25,1566501686 gp,
2013-02-26,1566501686 gp,
2013-02-27,1592910800 gp,
2013-02-28,1592910800 gp,
2013-03-01,1592910800 gp,
2013-03-02,1592910800 gp,
2013-03-03,1592910800 gp,
2013-03-04,1538807549 gp,
2013-03-05,1538807549 gp,
2013-03-06,1538807549 gp,
2013-03-07,1538807549 gp,
2013-03-08,1538807549 gp,
2013-03-09,1538807549 gp,
2013-03-10,1538807549 gp,
2013-03-11,1529137113 gp,
2013-03-12,1529137113 gp,
2013-03-13,1529137113 gp,
2013-03-14,1529137113 gp,
2013-03-15,1529137113 gp,
2013-03-16,1529137113 gp,
2013-03-17,1532964485 gp,
2013-03-18,1532964485 gp,
2013-03-19,1532964485 gp,
2013-03-20,1499000439 gp,
2013-03-21,1499000439 gp,
2013-03-22,1499000439 gp,
2013-03-23,1499000439 gp,
2013-03-24,1499000439 gp,
2013-03-25,1548421988 gp,
2013-03-26,1548421988 gp,
2013-03-27,1548421988 gp,
2013-03-28,1548421988 gp,
2013-03-29,1548421988 gp,
2013-03-30,1548421988 gp,
2013-03-31,1548421988 gp,
2013-04-01,1567393510 gp,
2013-04-02,1571074640 gp,
2013-04-03,1574755771 gp,
2013-04-04,1578436901 gp,
2013-04-05,1582118032 gp,
2013-04-06,1585799162 gp,
2013-04-07,1589480293 gp,
2013-04-08,1593161423 gp,
2013-04-09,1593161423 gp,
2013-04-10,1593161423 gp,
2013-04-11,1593161423 gp,
2013-04-12,1593161423 gp,
2013-04-13,1636657001 gp,
2013-04-14,1636657001 gp,
2013-04-15,1636657001 gp,
2013-04-16,1636657001 gp,
2013-04-17,1636657001 gp,
2013-04-18,1636657001 gp,
2013-04-19,1667009679 gp,
2013-04-20,1667009679 gp,
2013-04-21,1667009679 gp,
2013-04-22,1667009679 gp,
2013-04-23,1667009679 gp,
2013-04-24,1667009679 gp,
2013-04-25,1667009679 gp,
2013-04-26,1718829640 gp,
2013-04-27,1718829640 gp,
2013-04-28,1718829640 gp,
2013-04-29,1718829640 gp,
