Date,Price,Note
2010-12-08,3500000 gp,
2010-12-09,3500000 gp,
2010-12-10,3600000 gp,
2010-12-11,3600000 gp,
2010-12-12,3500000 gp,
2010-12-13,3500000 gp,
2010-12-14,3400000 gp,
2010-12-15,3400000 gp,
2010-12-16,3300000 gp,
2010-12-17,3300000 gp,
2010-12-18,3400000 gp,
2010-12-19,3400000 gp,
2010-12-20,3400000 gp,
2010-12-21,3500000 gp,
2010-12-22,3400000 gp,
2010-12-23,3400000 gp,
2010-12-24,3400000 gp,
2010-12-25,3300000 gp,
2010-12-26,3200000 gp,
2010-12-27,3100000 gp,
2010-12-28,3000000 gp,
2010-12-29,3000000 gp,
2010-12-30,3100000 gp,
2010-12-31,3100000 gp,
2011-01-01,3200000 gp,
2011-01-02,3100000 gp,
2011-01-03,3100000 gp,
2011-01-04,3000000 gp,
2011-01-05,2900000 gp,
2011-01-06,2900000 gp,
2011-01-07,2800000 gp,
2011-01-08,2800000 gp,
2011-01-09,2800000 gp,
2011-01-10,2800000 gp,
2011-01-11,2900000 gp,
2011-01-12,2900000 gp,
2011-01-13,2900000 gp,
2011-01-14,2800000 gp,
2011-01-15,2800000 gp,
2011-01-16,2900000 gp,
2011-01-17,3000000 gp,
2011-01-18,3000000 gp,
2011-01-19,3100000 gp,
2011-01-20,3100000 gp,
2011-01-21,3000000 gp,
2011-01-22,2900000 gp,
2011-01-23,2900000 gp,
2011-01-24,2911715 gp,
2011-01-25,2900000 gp,
2011-01-26,2900000 gp,
2011-01-27,2800000 gp,
2011-01-28,2800000 gp,
2011-01-29,2700000 gp,
2011-01-30,2700000 gp,
2011-01-31,2600000 gp,
2011-02-01,2500000 gp,
2011-02-02,2493784 gp,
2011-02-03,2200000 gp,
2011-02-04,2175000 gp,
2011-02-05,2054264 gp,
2011-02-06,1960000 gp,
2011-02-07,1948769 gp,
2011-02-08,2100000 gp,
2011-02-09,2100000 gp,
2011-02-10,2100000 gp,
2011-02-11,2070625 gp,
2011-02-12,2000000 gp,
2011-02-13,1973933 gp,
2011-02-14,2000000 gp,
2011-02-15,1965245 gp,
2011-02-16,1800000 gp,
2011-02-17,1800000 gp,
2011-02-18,1800000 gp,
2011-02-19,1800000 gp,
2011-02-20,1764407 gp,
2011-02-21,1700000 gp,
2011-02-22,1692047 gp,
2011-02-23,1672334 gp,
2011-02-24,1600000 gp,
2011-02-25,1561709 gp,
2011-02-26,1550443 gp,
2011-02-27,1500000 gp,
2011-02-28,1500000 gp,
2011-03-01,1500000 gp,
2011-03-02,1456000 gp,
2011-03-03,1500000 gp,
2011-03-04,1500000 gp,
2011-03-05,1600000 gp,
2011-03-06,1622247 gp,
2011-03-07,1600000 gp,
2011-03-08,1556827 gp,
2011-03-09,1500000 gp,
2011-03-10,1400000 gp,
2011-03-11,1400000 gp,
2011-03-12,1372299 gp,
2011-03-13,1400000 gp,
2011-03-14,1464296 gp,
2011-03-15,1500000 gp,
2011-03-16,1469762 gp,
2011-03-17,1445793 gp,
2011-03-18,1413053 gp,
2011-03-19,1413053 gp,
2011-03-20,1385998 gp,
2011-03-21,1300000 gp,
2011-03-22,1300000 gp,
2011-03-23,1283595 gp,
2011-03-24,1262000 gp,
2011-03-25,1200000 gp,
2011-03-26,1239846 gp,
2011-03-27,1200000 gp,
2011-03-28,1200000 gp,
2011-03-29,1200000 gp,
2011-03-30,1200000 gp,
2011-03-31,1209403 gp,
2011-04-01,1200000 gp,
2011-04-02,1200000 gp,
2011-04-03,1200000 gp,
2011-04-04,1178649 gp,
2011-04-05,1067697 gp,
2011-04-06,1200000 gp,
2011-04-07,1154784 gp,
2011-04-08,1147367 gp,
2011-04-09,1100000 gp,
2011-04-10,1139713 gp,
2011-04-11,1100000 gp,
2011-04-12,1100000 gp,
2011-04-13,1100000 gp,
2011-04-14,1100000 gp,
2011-04-15,1100000 gp,
2011-04-16,1100000 gp,
2011-04-17,1071307 gp,
2011-04-18,1053685 gp,
2011-04-19,1167241 gp,
2011-04-20,1220385 gp,
2011-04-21,1300000 gp,
2011-04-22,1300000 gp,
2011-04-23,1408566 gp,
2011-04-24,1473000 gp,
2011-04-25,1400000 gp,
2011-04-26,1400000 gp,
2011-04-27,1300000 gp,
2011-04-28,1300000 gp,
2011-04-29,1200000 gp,
2011-04-30,1167514 gp,
2011-05-01,1200000 gp,
2011-05-02,1187922 gp,
2011-05-03,1100000 gp,
2011-05-04,1200000 gp,
2011-05-05,1165433 gp,
2011-05-06,1168907 gp,
2011-05-07,1200000 gp,
2011-05-08,1146313 gp,
2011-05-09,1100000 gp,
2011-05-10,1140000 gp,
2011-05-11,1132344 gp,
2011-05-12,1174053 gp,
2011-05-13,1095000 gp,
2011-05-14,1088072 gp,
2011-05-15,1100000 gp,
2011-05-16,1075520 gp,
2011-05-17,1100000 gp,
2011-05-18,1069454 gp,
2011-05-19,1100000 gp,
2011-05-20,1067699 gp,
2011-05-21,1074000 gp,
2011-05-22,1100000 gp,
2011-05-23,1083003 gp,
2011-05-24,1100000 gp,
2011-05-25,1081644 gp,
2011-05-26,1073920 gp,
2011-05-27,1070420 gp,
2011-05-28,1065744 gp,
2011-05-29,1066746 gp,
2011-05-30,1048781 gp,
2011-05-31,1048781 gp,
2011-06-01,1037333 gp,
2011-06-02,1000000 gp,
2011-06-03,1000000 gp,
2011-06-04,1021870 gp,
2011-06-05,1002878 gp,
2011-06-06,1002500 gp,
2011-06-07,993314 gp,
2011-06-08,990700 gp,
2011-06-09,990741 gp,
2011-06-10,983701 gp,
2011-06-11,978500 gp,
2011-06-12,978470 gp,
2011-06-13,973808 gp,
2011-06-14,961015 gp,
2011-06-15,956593 gp,
2011-06-16,952200 gp,
2011-06-17,946727 gp,
2011-06-18,946727 gp,
2011-06-19,926100 gp,
2011-06-20,909577 gp,
2011-06-21,876998 gp,
2011-06-22,855044 gp,
2011-06-23,853831 gp,
2011-06-24,870858 gp,
2011-06-25,891341 gp,
2011-06-26,932200 gp,
2011-06-27,976600 gp,
2011-06-28,1008401 gp,
2011-06-29,1020051 gp,
2011-06-30,1016239 gp,
2011-07-01,1058175 gp,
2011-07-02,1141653 gp,
2011-07-03,1166603 gp,
2011-07-04,1224890 gp,
2011-07-05,1286094 gp,
2011-07-06,1350283 gp,
2011-07-07,1417526 gp,
2011-07-08,1488297 gp,
2011-07-09,1562616 gp,
2011-07-10,1640643 gp,
2011-07-11,1700000 gp,
2011-07-12,1600000 gp,
2011-07-13,1530921 gp,
2011-07-14,1500000 gp,
2011-07-15,1400000 gp,
2011-07-16,1312713 gp,
2011-07-17,1247114 gp,
2011-07-18,1184837 gp,
2011-07-19,1125622 gp,
2011-07-20,1100000 gp,
2011-07-21,1015000 gp,
2011-07-22,970400 gp,
2011-07-23,949604 gp,
2011-07-24,934600 gp,
2011-07-25,940963 gp,
2011-07-26,962987 gp,
2011-07-27,986261 gp,
2011-07-28,993585 gp,
2011-07-29,993600 gp,
2011-07-30,986000 gp,
2011-07-31,905000 gp,
2011-08-01,890000 gp,
2011-08-02,883949 gp,
2011-08-03,883403 gp,
2011-08-04,883400 gp,
2011-08-05,906480 gp,
2011-08-06,910200 gp,
2011-08-07,910179 gp,
2011-08-08,898400 gp,
2011-08-09,883835 gp,
2011-08-10,877300 gp,
2011-08-11,865300 gp,
2011-08-12,865326 gp,
2011-08-13,836728 gp,
2011-08-14,812260 gp,
2011-08-15,801336 gp,
2011-08-16,792679 gp,
2011-08-17,788100 gp,
2011-08-18,786679 gp,
2011-08-19,774989 gp,
2011-08-20,774989 gp,
2011-08-21,767700 gp,
2011-08-22,742398 gp,
2011-08-23,742398 gp,
2011-08-24,707331 gp,
2011-08-25,684500 gp,
2011-08-26,677000 gp,
2011-08-27,677851 gp,
2011-08-28,670585 gp,
2011-08-29,684800 gp,
2011-08-30,711334 gp,
2011-08-31,745819 gp,
2011-09-01,745819 gp,
2011-09-02,781100 gp,
2011-09-03,771849 gp,
2011-09-04,771800 gp,
2011-09-05,697095 gp,
2011-09-06,663243 gp,
2011-09-07,630200 gp,
2011-09-08,599700 gp,
2011-09-09,574300 gp,
2011-09-10,571300 gp,
2011-09-11,595500 gp,
2011-09-12,625300 gp,
2011-09-13,625315 gp,
2011-09-14,673536 gp,
2011-09-15,664600 gp,
2011-09-16,663000 gp,
2011-09-17,602600 gp,
2011-09-18,574000 gp,
2011-09-19,560442 gp,
2011-09-20,560442 gp,
2011-09-21,545000 gp,
2011-09-22,531064 gp,
2011-09-23,528006 gp,
2011-09-24,528100 gp,
2011-09-25,519517 gp,
2011-09-26,505200 gp,
2011-09-27,485750 gp,
2011-09-28,474361 gp,
2011-09-29,474104 gp,
2011-09-30,474100 gp,
2011-10-01,491681 gp,
2011-10-02,507100 gp,
2011-10-03,518300 gp,
2011-10-04,515827 gp,
2011-10-05,505102 gp,
2011-10-06,505100 gp,
2011-10-07,484744 gp,
2011-10-08,443000 gp,
2011-10-09,437426 gp,
2011-10-10,435234 gp,
2011-10-11,435200 gp,
2011-10-12,426423 gp,
2011-10-13,410726 gp,
2011-10-14,402600 gp,
2011-10-15,392900 gp,
2011-10-16,387045 gp,
2011-10-17,390100 gp,
2011-10-18,390100 gp,
2011-10-19,407500 gp,
2011-10-20,427100 gp,
2011-10-21,468670 gp,
2011-10-22,492134 gp,
2011-10-23,516707 gp,
2011-10-24,573156 gp,
2011-10-25,542500 gp,
2011-10-26,598100 gp,
2011-10-27,628041 gp,
2011-10-28,659435 gp,
2011-10-29,667974 gp,
2011-10-30,639829 gp,
2011-10-31,608190 gp,
2011-11-01,608200 gp,
2011-11-02,577800 gp,
2011-11-03,521458 gp,
2011-11-04,495033 gp,
2011-11-05,495477 gp,
2011-11-06,475700 gp,
2011-11-07,466564 gp,
2011-11-08,469300 gp,
2011-11-09,466470 gp,
2011-11-10,466500 gp,
2011-11-11,454818 gp,
2011-11-12,446939 gp,
2011-11-13,443206 gp,
2011-11-14,437800 gp,
2011-11-15,437791 gp,
2011-11-16,440100 gp,
2011-11-17,455131 gp,
2011-11-18,463369 gp,
2011-11-19,463400 gp,
2011-11-20,471800 gp,
2011-11-21,472244 gp,
2011-11-22,469800 gp,
2011-11-23,465900 gp,
2011-11-24,462446 gp,
2011-11-25,456900 gp,
2011-11-26,456500 gp,
2011-11-27,439300 gp,
2011-11-28,430000 gp,
2011-11-29,413100 gp,
2011-11-30,397569 gp,
2011-12-01,397600 gp,
2011-12-02,402690 gp,
2011-12-03,411576 gp,
2011-12-04,411518 gp,
2011-12-05,408958 gp,
2011-12-06,411592 gp,
2011-12-07,414229 gp,
2011-12-08,420728 gp,
2011-12-09,425755 gp,
2011-12-10,431640 gp,
2011-12-11,435910 gp,
2011-12-12,436622 gp,
2011-12-13,434413 gp,
2011-12-14,424678 gp,
2011-12-15,417522 gp,
2011-12-16,409775 gp,
2011-12-17,400716 gp,
2011-12-18,399393 gp,
2011-12-19,405248 gp,
2011-12-20,413582 gp,
2011-12-21,420990 gp,
2011-12-22,414281 gp,
2011-12-23,405369 gp,
2011-12-24,402260 gp,
2011-12-25,401321 gp,
2011-12-26,400346 gp,
2011-12-27,400551 gp,
2011-12-28,405247 gp,
2011-12-29,409896 gp,
2011-12-30,415462 gp,
2011-12-31,416803 gp,
2012-01-01,420479 gp,
2012-01-02,422875 gp,
2012-01-03,425576 gp,
2012-01-04,428634 gp,
2012-01-05,430349 gp,
2012-01-06,429523 gp,
2012-01-07,427541 gp,
2012-01-08,426040 gp,
2012-01-09,423978 gp,
2012-01-10,416736 gp,
2012-01-11,411098 gp,
2012-01-12,407646 gp,
2012-01-13,409377 gp,
2012-01-14,410183 gp,
2012-01-15,411270 gp,
2012-01-16,422888 gp,
2012-01-17,429532 gp,
2012-01-18,433807 gp,
2012-01-19,428153 gp,
2012-01-20,421810 gp,
2012-01-21,417503 gp,
2012-01-22,415597 gp,
2012-01-23,413154 gp,
2012-01-24,411627 gp,
2012-01-25,409905 gp,
2012-01-26,417216 gp,
2012-01-27,422130 gp,
2012-01-28,421048 gp,
2012-01-29,419739 gp,
2012-01-30,417858 gp,
2012-01-31,416573 gp,
2012-02-01,413786 gp,
2012-02-02,412014 gp,
2012-02-03,412745 gp,
2012-02-04,411279 gp,
2012-02-05,413164 gp,
2012-02-06,415520 gp,
2012-02-07,415777 gp,
2012-02-08,415170 gp,
2012-02-09,419883 gp,
2012-02-10,424802 gp,
2012-02-11,420951 gp,
2012-02-12,417274 gp,
2012-02-13,415256 gp,
2012-02-14,413461 gp,
2012-02-15,412093 gp,
2012-02-16,410848 gp,
2012-02-17,401366 gp,
2012-02-18,415413 gp,
2012-02-19,401723 gp,
2012-02-20,400323 gp,
2012-02-21,398862 gp,
2012-02-22,396797 gp,
2012-02-23,394245 gp,
2012-02-24,393033 gp,
2012-02-25,397095 gp,
2012-02-26,399612 gp,
2012-02-27,403200 gp,
2012-02-28,399970 gp,
2012-02-29,391220 gp,
2012-03-01,371664 gp,
2012-03-02,353945 gp,
2012-03-03,347859 gp,
2012-03-04,333575 gp,
2012-03-05,328957 gp,
2012-03-06,334689 gp,
2012-03-07,341977 gp,
2012-03-08,345662 gp,
2012-03-09,353894 gp,
2012-03-10,360303 gp,
2012-03-11,367225 gp,
2012-03-12,367765 gp,
2012-03-13,368781 gp,
2012-03-14,364726 gp,
2012-03-15,348353 gp,
2012-03-16,331154 gp,
2012-03-17,334418 gp,
2012-03-18,349137 gp,
2012-03-19,360495 gp,
2012-03-20,371965 gp,
2012-03-21,386574 gp,
2012-03-22,393046 gp,
2012-03-23,399518 gp,
2012-03-24,405989 gp,
2012-03-25,412461 gp,
2012-03-26,418933 gp,
2012-03-27,408549 gp,
2012-03-28,392059 gp,
2012-03-29,384470 gp,
2012-03-30,379344 gp,
2012-03-31,374623 gp,
2012-04-01,370749 gp,
2012-04-02,366263 gp,
2012-04-03,363404 gp,
2012-04-04,361421 gp,
2012-04-05,363148 gp,
2012-04-06,365024 gp,
2012-04-07,375104 gp,
2012-04-08,380840 gp,
2012-04-09,382567 gp,
2012-04-10,385717 gp,
2012-04-11,386866 gp,
2012-04-12,391731 gp,
2012-04-13,394039 gp,
2012-04-14,398263 gp,
2012-04-15,400883 gp,
2012-04-16,398838 gp,
2012-04-17,392583 gp,
2012-04-18,386204 gp,
2012-04-19,378964 gp,
2012-04-20,369622 gp,
2012-04-21,361718 gp,
2012-04-22,353941 gp,
2012-04-23,347373 gp,
2012-04-24,342718 gp,
2012-04-25,344218 gp,
2012-04-26,351140 gp,
2012-04-27,358946 gp,
2012-04-28,367448 gp,
2012-04-29,370493 gp,
2012-04-30,375852 gp,
2012-05-01,382282 gp,
2012-05-02,389367 gp,
2012-05-03,396385 gp,
2012-05-04,402651 gp,
2012-05-05,407178 gp,
2012-05-06,409718 gp,
2012-05-07,412467 gp,
2012-05-08,414025 gp,
2012-05-09,413297 gp,
2012-05-10,408490 gp,
2012-05-11,398480 gp,
2012-05-12,388989 gp,
2012-05-13,382591 gp,
2012-05-14,377555 gp,
2012-05-15,384045 gp,
2012-05-16,389850 gp,
2012-05-17,403153 gp,
2012-05-18,419515 gp,
2012-05-19,431570 gp,
2012-05-20,430792 gp,
2012-05-21,425367 gp,
2012-05-22,424965 gp,
2012-05-23,430037 gp,
2012-05-24,433734 gp,
2012-05-25,443447 gp,
2012-05-26,444693 gp,
2012-05-27,452282 gp,
2012-05-28,462189 gp,
2012-05-29,466626 gp,
2012-05-30,466071 gp,
2012-05-31,463494 gp,
2012-06-01,463984 gp,
2012-06-02,468794 gp,
2012-06-03,475645 gp,
2012-06-04,486923 gp,
2012-06-05,505159 gp,
2012-06-06,524211 gp,
2012-06-07,549306 gp,
2012-06-08,576734 gp,
2012-06-09,605564 gp,
2012-06-10,635836 gp,
2012-06-11,667615 gp,
2012-06-12,700913 gp,
2012-06-13,735942 gp,
2012-06-14,750184 gp,
2012-06-15,747340 gp,
2012-06-16,712623 gp,
2012-06-17,676991 gp,
2012-06-18,643143 gp,
2012-06-19,614074 gp,
2012-06-20,583423 gp,
2012-06-21,555274 gp,
2012-06-22,566158 gp,
2012-06-23,585417 gp,
2012-06-24,612654 gp,
2012-06-25,624284 gp,
2012-06-26,633723 gp,
2012-06-27,620509 gp,
2012-06-28,591803 gp,
2012-06-29,562428 gp,
2012-06-30,535244 gp,
2012-07-01,509646 gp,
2012-07-02,489513 gp,
2012-07-03,481292 gp,
2012-07-04,476819 gp,
2012-07-05,479298 gp,
2012-07-06,491137 gp,
2012-07-07,500344 gp,
2012-07-08,499600 gp,
2012-07-09,489441 gp,
2012-07-10,480163 gp,
2012-07-11,475404 gp,
2012-07-12,475164 gp,
2012-07-13,477301 gp,
2012-07-14,478620 gp,
2012-07-15,479638 gp,
2012-07-16,483417 gp,
2012-07-17,486007 gp,
2012-07-18,481218 gp,
2012-07-19,476239 gp,
2012-07-20,468802 gp,
2012-07-21,463174 gp,
2012-07-22,459256 gp,
2012-07-23,455980 gp,
2012-07-24,455300 gp,
2012-07-25,454300 gp,
2012-07-26,451722 gp,
2012-07-27,450355 gp,
2012-07-28,450329 gp,
2012-07-29,449026 gp,
2012-07-30,451149 gp,
2012-07-31,453497 gp,
2012-08-01,460783 gp,
2012-08-02,464371 gp,
2012-08-03,470331 gp,
2012-08-04,477118 gp,
2012-08-05,488650 gp,
2012-08-06,494544 gp,
2012-08-07,508924 gp,
2012-08-08,518885 gp,
2012-08-09,532942 gp,
2012-08-10,543617 gp,
2012-08-11,545893 gp,
2012-08-12,540191 gp,
2012-08-13,527065 gp,
2012-08-14,512103 gp,
2012-08-15,500840 gp,
2012-08-16,491198 gp,
2012-08-17,481805 gp,
2012-08-18,476655 gp,
2012-08-19,468213 gp,
2012-08-20,462418 gp,
2012-08-21,457635 gp,
2012-08-22,451746 gp,
2012-08-23,446169 gp,
2012-08-24,443145 gp,
2012-08-25,446707 gp,
2012-08-26,454599 gp,
2012-08-27,455515 gp,
2012-08-28,457933 gp,
2012-08-29,462191 gp,
2012-08-30,466446 gp,
2012-08-31,472665 gp,
2012-09-01,486736 gp,
2012-09-02,498456 gp,
2012-09-03,511655 gp,
2012-09-04,520689 gp,
2012-09-05,515055 gp,
2012-09-06,497737 gp,
2012-09-07,478859 gp,
2012-09-08,465948 gp,
2012-09-09,457987 gp,
2012-09-10,454956 gp,
2012-09-11,459825 gp,
2012-09-12,461430 gp,
2012-09-13,466493 gp,
2012-09-14,469649 gp,
2012-09-15,472917 gp,
2012-09-16,470112 gp,
2012-09-17,463060 gp,
2012-09-18,452658 gp,
2012-09-19,443713 gp,
2012-09-20,436303 gp,
2012-09-21,430345 gp,
2012-09-22,431328 gp,
2012-09-23,430651 gp,
2012-09-24,438656 gp,
2012-09-25,448453 gp,
2012-09-26,461138 gp,
2012-09-27,468613 gp,
2012-09-28,471827 gp,
2012-09-29,465534 gp,
2012-09-30,458655 gp,
2012-10-01,459912 gp,
2012-10-02,461699 gp,
2012-10-03,464645 gp,
2012-10-04,461453 gp,
2012-10-05,464939 gp,
2012-10-06,468263 gp,
2012-10-07,469078 gp,
2012-10-08,467265 gp,
2012-10-09,466853 gp,
2012-10-10,466128 gp,
2012-10-11,463828 gp,
2012-10-12,461199 gp,
2012-10-13,457771 gp,
2012-10-14,453195 gp,
2012-10-15,446585 gp,
2012-10-16,441870 gp,
2012-10-17,436390 gp,
2012-10-18,431528 gp,
2012-10-19,426782 gp,
2012-10-20,423903 gp,
2012-10-21,426831 gp,
2012-10-22,430113 gp,
2012-10-23,437995 gp,
2012-10-24,437561 gp,
2012-10-25,439337 gp,
2012-10-26,423529 gp,
2012-10-27,407830 gp,
2012-10-28,396566 gp,
2012-10-29,410493 gp,
2012-10-30,423497 gp,
2012-10-31,430440 gp,
2012-11-01,435755 gp,
2012-11-02,440699 gp,
2012-11-03,443019 gp,
2012-11-04,444024 gp,
2012-11-05,453431 gp,
2012-11-06,462838 gp,
2012-11-07,472244 gp,
2012-11-08,481651 gp,
2012-11-09,491058 gp,
2012-11-10,500465 gp,
2012-11-11,509871 gp,
2012-11-12,519278 gp,
2012-11-13,545242 gp,
2012-11-14,572504 gp,
2012-11-15,590671 gp,
2012-11-16,613420 gp,
2012-11-17,643629 gp,
2012-11-18,675533 gp,
2012-11-19,698049 gp,
2012-11-20,663146 gp,
2012-11-21,629988 gp,
2012-11-22,598488 gp,
2012-11-23,568563 gp,
2012-11-24,540134 gp,
2012-11-25,513127 gp,
2012-11-26,487470 gp,
2012-11-27,463096 gp,
2012-11-28,439941 gp,
2012-11-29,417947 gp,
2012-11-30,397049 gp,
2012-12-01,377208 gp,
2012-12-02,358358 gp,
2012-12-03,340440 gp,
2012-12-04,323422 gp,
2012-12-05,307275 gp,
2012-12-06,291913 gp,
2012-12-07,277317 gp,
2012-12-08,263456 gp,
2012-12-09,250283 gp,
2012-12-10,237770 gp,
2012-12-11,225881 gp,
2012-12-12,214595 gp,
2012-12-13,203867 gp,
2012-12-14,193686 gp,
2012-12-15,184076 gp,
2012-12-16,174881 gp,
2012-12-17,166330 gp,
2012-12-18,158589 gp,
2012-12-19,151093 gp,
2012-12-20,145207 gp,
2012-12-21,139435 gp,
2012-12-22,133110 gp,
2012-12-23,127706 gp,
2012-12-24,128729 gp,
2012-12-25,133248 gp,
2012-12-26,137750 gp,
2012-12-27,142161 gp,
2012-12-28,146844 gp,
2012-12-29,145834 gp,
2012-12-30,140307 gp,
2012-12-31,135870 gp,
2013-01-01,130910 gp,
2013-01-02,126777 gp,
2013-01-03,124385 gp,
2013-01-04,124655 gp,
2013-01-05,125411 gp,
2013-01-06,130336 gp,
2013-01-07,130914 gp,
2013-01-08,135840 gp,
2013-01-09,141944 gp,
2013-01-10,148900 gp,
2013-01-11,156139 gp,
2013-01-12,163818 gp,
2013-01-13,171242 gp,
2013-01-14,165569 gp,
2013-01-15,157466 gp,
2013-01-16,150831 gp,
2013-01-17,147559 gp,
2013-01-18,143465 gp,
2013-01-19,139752 gp,
2013-01-20,134731 gp,
2013-01-21,132191 gp,
2013-01-22,132495 gp,
2013-01-23,134896 gp,
2013-01-24,131982 gp,
2013-01-25,132475 gp,
2013-01-26,133805 gp,
2013-01-27,137252 gp,
2013-01-28,136064 gp,
2013-01-29,136675 gp,
2013-01-30,139023 gp,
2013-01-31,141518 gp,
2013-02-01,145510 gp,
2013-02-02,149152 gp,
2013-02-03,153451 gp,
2013-02-04,159708 gp,
2013-02-05,163717 gp,
2013-02-06,165035 gp,
2013-02-07,159987 gp,
2013-02-08,152469 gp,
2013-02-09,146449 gp,
2013-02-10,142148 gp,
2013-02-11,137950 gp,
2013-02-12,135228 gp,
2013-02-13,133477 gp,
2013-02-14,129677 gp,
2013-02-15,127194 gp,
2013-02-16,126073 gp,
2013-02-17,127216 gp,
2013-02-18,130121 gp,
2013-02-19,133919 gp,
2013-02-20,131620 gp,
2013-02-21,128234 gp,
2013-02-22,125858 gp,
2013-02-23,122757 gp,
2013-02-24,121151 gp,
2013-02-25,116384 gp,
2013-02-26,112226 gp,
2013-02-27,109725 gp,
2013-02-28,107818 gp,
2013-03-01,106585 gp,
2013-03-02,103457 gp,
2013-03-03,99221 gp,
2013-03-04,97029 gp,
2013-03-05,93296 gp,
2013-03-06,90442 gp,
2013-03-07,89148 gp,
2013-03-08,88697 gp,
2013-03-09,89581 gp,
2013-03-10,91114 gp,
2013-03-11,94562 gp,
2013-03-12,98789 gp,
2013-03-13,103614 gp,
2013-03-14,107774 gp,
2013-03-15,111313 gp,
2013-03-16,116177 gp,
2013-03-17,118809 gp,
2013-03-18,115453 gp,
2013-03-19,109697 gp,
2013-03-20,104438 gp,
2013-03-21,100972 gp,
2013-03-22,99646 gp,
2013-03-23,96299 gp,
2013-03-24,95445 gp,
2013-03-25,98176 gp,
2013-03-26,101065 gp,
2013-03-27,100909 gp,
2013-03-28,100488 gp,
2013-03-29,98949 gp,
2013-03-30,96564 gp,
2013-03-31,93333 gp,
2013-04-01,91844 gp,
2013-04-02,92026 gp,
2013-04-03,92209 gp,
2013-04-04,92391 gp,
2013-04-05,92574 gp,
2013-04-06,92756 gp,
2013-04-07,92939 gp,
2013-04-08,93121 gp,
2013-04-09,94972 gp,
2013-04-10,97271 gp,
2013-04-11,97612 gp,
2013-04-12,96988 gp,
2013-04-13,94939 gp,
2013-04-14,93882 gp,
2013-04-15,92974 gp,
2013-04-16,93847 gp,
2013-04-17,93548 gp,
2013-04-18,94371 gp,
2013-04-19,94510 gp,
2013-04-20,94322 gp,
2013-04-21,93610 gp,
2013-04-22,92405 gp,
2013-04-23,90922 gp,
2013-04-24,89514 gp,
2013-04-25,87587 gp,
2013-04-26,87821 gp,
2013-04-27,88205 gp,
2013-04-28,87792 gp,
2013-04-29,87860 gp,
2013-04-30,88114 gp,
2013-05-01,86023 gp,
2013-05-02,86039 gp,
2013-05-03,85745 gp,
2013-05-04,84431 gp,
2013-05-05,82586 gp,
2013-05-06,82202 gp,
2013-05-07,81656 gp,
2013-05-08,80113 gp,
2013-05-09,79478 gp,
2013-05-10,80059 gp,
2013-05-11,81117 gp,
2013-05-12,80465 gp,
2013-05-13,80295 gp,
2013-05-14,80681 gp,
2013-05-15,81553 gp,
2013-05-16,79836 gp,
2013-05-17,80181 gp,
2013-05-18,80930 gp,
2013-05-19,81418 gp,
2013-05-20,82758 gp,
2013-05-21,83736 gp,
2013-05-22,81737 gp,
2013-05-23,78833 gp,
2013-05-24,78360 gp,
2013-05-25,78620 gp,
2013-05-26,80084 gp,
2013-05-27,80483 gp,
2013-05-28,82065 gp,
2013-05-29,83738 gp,
2013-05-30,82561 gp,
2013-05-31,83838 gp,
2013-06-01,82259 gp,
2013-06-02,80340 gp,
2013-06-03,77870 gp,
2013-06-04,77241 gp,
2013-06-05,77424 gp,
2013-06-06,76694 gp,
2013-06-07,77428 gp,
2013-06-08,77930 gp,
2013-06-09,78345 gp,
2013-06-10,79230 gp,
2013-06-11,79071 gp,
2013-06-12,80494 gp,
2013-06-13,80952 gp,
2013-06-14,82408 gp,
2013-06-15,84098 gp,
2013-06-16,84001 gp,
2013-06-17,80889 gp,
2013-06-18,80955 gp,
2013-06-19,81659 gp,
2013-06-20,80168 gp,
2013-06-21,81703 gp,
2013-06-22,82643 gp,
2013-06-23,81472 gp,
2013-06-24,83573 gp,
2013-06-25,85321 gp,
2013-06-26,86376 gp,
2013-06-27,88370 gp,
2013-06-28,89614 gp,
2013-06-29,89774 gp,
2013-06-30,88690 gp,
2013-07-01,86836 gp,
2013-07-02,84344 gp,
2013-07-03,82608 gp,
2013-07-04,82104 gp,
2013-07-05,82416 gp,
2013-07-06,81145 gp,
2013-07-07,77512 gp,
2013-07-08,75835 gp,
2013-07-09,75345 gp,
2013-07-10,77428 gp,
2013-07-11,77771 gp,
2013-07-12,78295 gp,
2013-07-13,79946 gp,
2013-07-14,80995 gp,
2013-07-15,82541 gp,
2013-07-16,81960 gp,
2013-07-17,81379 gp,
2013-07-18,80799 gp,
2013-07-19,80218 gp,
2013-07-20,79637 gp,
2013-07-21,79056 gp,
2013-07-22,77340 gp,
2013-07-23,77451 gp,
2013-07-24,77959 gp,
2013-07-25,78753 gp,
2013-07-26,78172 gp,
2013-07-27,79029 gp,
2013-07-28,78267 gp,
2013-07-29,76710 gp,
2013-07-30,77381 gp,
2013-07-31,77910 gp,
2013-08-01,77258 gp,
2013-08-02,77523 gp,
2013-08-03,77493 gp,
2013-08-04,77694 gp,
2013-08-05,77941 gp,
2013-08-06,79248 gp,
2013-08-07,80835 gp,
2013-08-08,82383 gp,
2013-08-09,82966 gp,
2013-08-10,82610 gp,
2013-08-11,82320 gp,
2013-08-12,81410 gp,
2013-08-13,79627 gp,
2013-08-14,78675 gp,
2013-08-15,79250 gp,
2013-08-16,78732 gp,
2013-08-17,78328 gp,
